Date,Feedback,Department,Category,,
2019,The current company I'm currently working with do not hire a Supervisor or a Manager that is not a College graduate.,All Units,Why did you enroll,,
2019,to finish my studies.,All Units,Why did you enroll,,
2019,I enrolled at AMA OEd to continue my studies without being judged of dropping out of my previous school 2 years ago.,All Units,Why did you enroll,,
2019,I have Epilepsy and my health limitations prevents me from enrolling in a regular school for now. This is the reason why my parents opted to enroll me in a home schooling program for my Senior High School studies.,All Units,Why did you enroll,,
2019,I enrolled at AMA OED because I'm currently employed overseas. OED open an opportunity for me to finish my degree in my own convenience.,All Units,Why did you enroll,,
2019,To have control of my college schedule because of work,All Units,Why did you enroll,,
2019,I have no chance to go to school except online. As currently I am working to support my family so I can't leave my job yet,All Units,Why did you enroll,,
2019,i enrolled to AMA OEd because the online education is really convenient to me. This kind of program that AMA has is very helpful since I work in a BPO industry. I can work at the same time I am studying without any hassle thanks to online educ of AMA.,All Units,Why did you enroll,,
2019,The flexibility of learning I.T. wherever I go.,All Units,Why did you enroll,,
2019,"Working in full-time requires too much time that I couldn't have anymore time to go to school. At my young age, I still want to pursue college but I cannot compromise my job as I am the bread winner of my family. That is why I chose to study at AMA OEd.",All Units,Why did you enroll,,
2019,It's the most accessible education I could get and I learn better by myself. I also read great experiences by some students who also enrolled here and that's what really pushed me.,All Units,Why did you enroll,,
2019,First is i know AMA university as a famous schools and one of the leading IT schools in the philippines. Second is AMA OED is the first online school in our country. It gives us opportunity to all OFW's who dream to have a degree while staying abroad and at the same time we still can support our family financially. And lastly is i know i can trust to AMA OED.,All Units,Why did you enroll,,
2019,To improve my knowledge and to have a degree.,All Units,Why did you enroll,,
2019,"I was sick and I need to stop going go school because I kept on coming back to the hospital for two consecutive months and in that long time, I couldnt managed to even catch up to my school lessons and activities. Me and my mom decided that I should just take online schooling instead of stopping. When we talked about it, the first thing that came to my mind is the AMA Online Education. That's the reason why I enrolled in AMA Oed.",All Units,Why did you enroll,,
2019,"I want to finish a degree, but at the same time I can work and earn money to sustain my education.",All Units,Why did you enroll,,
2019,"First of all, I want to continue my study while working because my knowledge is not enough to compete with others specially in business world. I prefer to enroll in AMA OEd, besides it is fit from my work schedule it also has low tuition fee compare to other schools here in Metro Manila. Furthermore, I do not have to ride a public vehicle just to get to school.",All Units,Why did you enroll,,
2019,I enrolled AMA because i want to finish my study while i'm working with our own business... thanks to have online class because is easy for us to do while we are working and also to learn....,All Units,Why did you enroll,,
2019,"To be able for me to complete my Bachelor degree, even if I have work.",All Units,Why did you enroll,,
2019,Bachelor Of Science In Business Administration Major In Management Information System,All Units,Why did you enroll,,
2019,Very convenient. I can take control of my time well. Thank you AMA,All Units,Why did you enroll,,
2019,Because i think learning online is more convenient than learning in a traditional school especially to those who are working students and for those who are married and still wants to continue their studies.,All Units,Why did you enroll,,
2019,I lived in United states since 2006 After i finish highschool in Philippines. It was a struggle to work and find affordable higher education in United States. pursuing higher education seems like a dream or lots of debt and hassle in U.S.A. I enroll at AMA OEd because i strive to pursue my higher education with an accredited school that i can use globally. before i moved to US i known AMA University is known to be pioneers of higher education specially in terms of Technology and for that im glad im officially part of it.,All Units,Why did you enroll,,
2019,"i enrolled in AMA OEd mainly for my professional growth. AMA OEd was an answered prayer that i have been keeping in my heart since when i was an undergraduate student. i believe that having a bachelor degree success is in your grasp and progress is in your hand. i enrolled not just to acquire knowledge or to collect ideas and advancement, i enrolled to inspire others. that maybe someday in God's willing time i would inspire others to enroll and continue the once paused dream of theirs.",All Units,Why did you enroll,,
2019,I decide to enroll at ama because this is the very convenient education now in the phillippines. Ama give me the chance to continue my unfinished dream which is to go to school and have a diploma. Thank you Ama.,All Units,Why did you enroll,,
2019,"I enrolled AMA OEd for its own convenience. I can study anytime and anywhere, as an employed person, this is one great way to continue studying and finishing college in our own convenience.",All Units,Why did you enroll,,
2019,To continue my studies while taking care of my son.,All Units,Why did you enroll,,
2019,"Since I am already working, AMA OED is very important because i can study in my free time.",All Units,Why did you enroll,,
2019,"i endrolled here at AMAOED to continue my study even if I am an employee,it is a big challenge for me..And,ofcourse, AMAOED is big opportunity for us, like me to gain my dream to have a degree...",All Units,Why did you enroll,,
2019,To complete my course while working.,All Units,Why did you enroll,,
2019,I want to pursue a Bachelor's degree and have my own diploma.,All Units,Why did you enroll,,
2019,I need to fulfill my eagerness to get a degree and a diploma to have a better changing life. To get a better job. And to be proud of. AMA Oed rendered a better kind way of education because of my distance and line of work. Thank you AMAOED.,All Units,Why did you enroll,,
2019,I want to pursue my studies while taking care of my daughter and my son. I want to prove that having children is not a wall in pursuing dreams.,All Units,Why did you enroll,,
2019,for convenience for i am able to work and have more time with my family,All Units,Why did you enroll,,
2019,Im traveling abroad.,All Units,Why did you enroll,,
2019,"Because studying online makes it convenient to study while working. I would enroll at a university but it would take time to go back and forth to school. By studying online, I can manage my time while working.",All Units,Why did you enroll,,
2019,Online,All Units,Why did you enroll,,
2019,To be able to get a degree.,All Units,Why did you enroll,,
2019,Its affordable. and based on the reviews its good,All Units,Why did you enroll,,
2019,I enrolled at AMA OEd because I heard it was one of the most prestigious school in the Philippines and I believe that this school could help me reach my dreams.,All Units,Why did you enroll,,
2019,It is good for those who are working.,All Units,Why did you enroll,,
2019,To go to college without a set schedule that is given to in a physical college. I can give myself the pace to learn what is needed in my course.,All Units,Why did you enroll,,
2019,"Back then, I was taking Psychology at the Pamantasan ng Lungsod ng Maynila. I was forced to leave my studies in the Philippines to migrate in Japan. Unfortunately, my former university do not offer distance learning programs. I am happy that I found AMAUOEd, I wouldn’t be able to pursue my studies if not for it.",All Units,Why did you enroll,,
2019,"We all know the benefits of earning a college degree. For me personally, earning a college degree will help me to be promoted to a higher position and it will indeed lead to a better job security.",All Units,Why did you enroll,,
2019,It is hard to study in Canada without a PR card (permanent resident) and to get a study permit if very expensive.,All Units,Why did you enroll,,
2019,I want to have degree from a School that is not traditional.,All Units,Why did you enroll,,
2019,"We have family business to run, i cannot be bothered with traditional college anymore so online studies are the most practical for me",All Units,Why did you enroll,,
2019,"To Enhance my knowledge and to learn more,",All Units,Why did you enroll,,
2019,To have a degree and to finish college with no hassle since i am working in a BPO company at the same time,All Units,Why did you enroll,,
2019,"Because it is very convenient to study college at home especially when you have grandparents that you need to take care of and also if the student wants to work while studying, AMAOED is the best option or studying college online is the best option.",All Units,Why did you enroll,,
2019,to pursue my dream course and finish it,All Units,Why did you enroll,,
2019,"I want to pursue my dreams, to become a degree holder and to make my son proud of me.",All Units,Why did you enroll,,
2019,To obtain a bachelor's degree while working and to make myself and my family proud. A kind of achievement which cannot be taken away from myself and also to boost my self confidence in pursuing further my goals in career aspect.,All Units,Why did you enroll,,
2019,To obtain a bachelor's degree while working and to make myself and my family proud. A kind of achievement which cannot be taken away from myself and also to boost my self confidence in pursuing further my goals in career aspect.,All Units,Why did you enroll,,
2019,I want to finish a degree which I need for my promotion.,All Units,Why did you enroll,,
2019,Im working here in UAE and my dream is to finish my study bt then i have no time to go back school and when I hear about online study offered by ama I try to enroll and its great .. i am working while studyig and ofcourse I dont have doubts because AMA is known in my country.,All Units,Why did you enroll,,
2019,"To learn more, and achieve higher degree.",All Units,Why did you enroll,,
2019,it's convenient as i am living abroad and determined to finish my education.,All Units,Why did you enroll,,
2019,To finish my studies,All Units,Why did you enroll,,
2019,to improve my life,All Units,Why did you enroll,,
2019,"The one of the most convenient way to study. You can study at your pace, anytime and anywhere.",All Units,Why did you enroll,,
2019,"Aside getting a degree, I got a great recommendation from a colleague with great reviews.",All Units,Why did you enroll,,
2019,Because it is convenient to my work.,All Units,Why did you enroll,,
2019,I enrolled in AMA Oed because this is the only way that i think I can pursue my studies. I am a mother and an employee.,All Units,Why did you enroll,,
2019,To earn a degree,All Units,Why did you enroll,,
2019,"I enrolled at AMA OED because it is convenience at flexibility. As a full time Employee and also a mom of 2 kids, its really hard to study in a traditional school because it wants me to compromise my work which is not possible. Here in AMA OED i can study anytime and anywhere.",All Units,Why did you enroll,,
2019,Because of my sister. Nasa U.S po sya and ako po nagbbantay sa mga anak nya. :),All Units,Why did you enroll,,
2019,I enrolled at AMA because it's convenient for me since I'm OFW.,All Units,Why did you enroll,,
2019,Great offer for me because I can manage my schedule on my studies while working.,All Units,Why did you enroll,,
2019,To finish studying college without compromising work schedules.,All Units,Why did you enroll,,
2019,I shunned the idea of finishing my degree when I stopped studying 8 years ago. All my hopes to go back to school were long gone until AMA OEd came along. So there's another way to study and get that coveted degree without compromising our work-life balance. It still amazes me.,All Units,Why did you enroll,,
2019,"I wanted to finish my college degree. Although im currently working, i still feel the need to have a Bachelor's Degree.",All Units,Why did you enroll,,
2019,Because its more convenient and the scheduling is flexible.,All Units,Why did you enroll,,
2019,"I enrolled at Ama University so that I can improve my knowledge. and I believe that Ama Online University is the Only way to achieve my career,",All Units,Why did you enroll,,
2019,"""Because AMA University Online Education gives me the opportunity to pursue my studies to achieve my dreams, as a teacher someday while working OFW. Thank you""",All Units,Why did you enroll,,
2019,"I know it's not too late for me, and I know through AMAOED I will achieve my dreams because I really want to finish my study.",All Units,Why did you enroll,,
2019,To finish college while working at the industry,All Units,Why did you enroll,,
2019,Because of the flexibility of the time.,All Units,Why did you enroll,,
2019,"As a single mom, I have a clingy baby whom I nurse. I find AMA OEd as a perfect institution for me where I can finish my degree without minding the hassles of travelling time, traffic, and food expenses at the same time I have a quality time with my family.",All Units,Why did you enroll,,
2019,I enrolled in AMA OEd because of three reasons: 1. To finish BSA and soon to have a CPA license while I'm working. Studying online is a great help to reduce travelling time due to heavy traffic and use it effectively. 2. AMA University has a good reputation. 3. AMA OEd opens it's doors to all who really wanted to pursue their dreams wherever they are and whoever they are. Not all Universities in PH are open for second coursers who came/graduated from other Universities/Schools.,All Units,Why did you enroll,,
2019,"I have been a working student since my traditional college days but unfortunately it didn't work for me because I work at night (BPO). I have also enrolled in PUP's Open University but it still required me to attend regular classes on certain days. I enrolled at AMA OEd because it is the perfect set up for me - online studying and taking assessments allows me to better manage my learnings at my own pace, at my own time.",All Units,Why did you enroll,,
2019,"I enroll in AMAoed because I have an illness called General Anxiety Disorder and its hard for me to be in a regular school Thankfully I discover AMAoed, I have observe that this online education is less hassle than in a regular school. I can managed my own time and I can also do multitasking.",All Units,Why did you enroll,,
2019,i enrolled at AMA to have a higher education and to prove that even i'm working abroad i can finish my studies.,All Units,Why did you enroll,,
2019,Admission is very easy and portal is user-friendly,All Units,Why did you enroll,,
2019,I enrolled at AMA OEd because I want to finish degree and to have a much better career opportunity.,All Units,Why did you enroll,,
2019,Online education is convenient for stay-at-home mom like me.,All Units,Why did you enroll,,
2019,I enrolled because I wanted to finish my studies while doing something else without physically going to a school.,All Units,Why did you enroll,,
2019,I want to go back to my studies but felt like traditional school is not for me anymore. AMA Online was the perfect solution for that.,All Units,Why did you enroll,,
2019,i enrolled at AMA OEd because as a newly senior high school student im really not that good when it comes to socializing with other people so i think that Oed might be great for me,All Units,Why did you enroll,,
2019,"AMA is one of the best University in the PHILIPPINES and STUDY ANYTIME,ANYWHERE that really fit to my situation because I'am taking care of my sick father at home and I'am very much thankful to AMA for making it possible for me to study while taking care of my father 24/7.",All Units,Why did you enroll,,
2019,I enrolled at AMA OEd to have a flexible time so I can study and work at the same time.,All Units,Why did you enroll,,
2019,"Since I am having a business right now, I feel the need to study about Financial Management. I know that it can give me insights on what I need to focus to help my business grow. And besides, I haven't done my Bachelor Degree before. I have done only an Associate Degree. So right after I finished my Bachelor's Degree, I am going to pursue my master's. It's like hitting two birds with one stone. Studying while running business in Dubai. - A young entrepreneur. :)",All Units,Why did you enroll,,
2019,AMA OED is the only school that I know offering a good platform for Online Education.,All Units,Why did you enroll,,
2019,Because it is suitable on my current Situation.,All Units,Why did you enroll,,
2019,Because I wanted to finished a degree course,All Units,Why did you enroll,,
2019,I enrolled in AMA OEd to refresh my mind and to gain additional degree that would help me in achieving my career goals in life,All Units,Why did you enroll,,
2019,"I enrolled at AMA OEd because it has updated curriculum and purely online activities, such as quizzes and final exams that are easily accessible. Provides information about my current grade in a subject. I could study anywhere and anytime as long as I am free with my other activities.",All Units,Why did you enroll,,
2019,i enrolled AMA Oed in the propose to pursue and to have a better position in the company and to have more knowledgeable in the field of management,All Units,Why did you enroll,,
2019,Bachelor of Science in Accountancy,All Units,Why did you enroll,,
2019,I want to finish my studies even working,All Units,Why did you enroll,,
2019,The idea of online education is great for people like me who's currently working. I get to do both things in my most convenient time.,All Units,Why did you enroll,,
2019,For 2nd course.,All Units,Why did you enroll,,
2019,"To have a diploma (a very honest top reason), but of course, to get a degree and to finish it.",All Units,Why did you enroll,,
2019,To earn a degree even though I'm already working full time to support my family. I want to also step up from a rank and file employee to a higher position reason why I looked for a school who can help me earning my degree and AMA OEd is the one fit for my dreams.,All Units,Why did you enroll,,
2019,To finish my studies. And to become a psychometrician/ psychologist.,All Units,Why did you enroll,,
2019,nag enroll ako para matapos ko na ang aking pagaaral in a convient way dahil may 2yrs old toddler ako at wala ako mapapagiwanan sakanya kung nagaral ako sa traditional school lalo na ang layo ng mga school dito kung saan ako nakatira,All Units,Why did you enroll,,
2019,"Dahil isa akong full time worker and i cant afford na mag biyahe pa papuntang school, since mas mabilis at madali ang online platform grinab ko na yung opportunity.",All Units,Why did you enroll,,
2019,Because I want to pursue another degree while working abroad.,All Units,Why did you enroll,,
2019,I want to be able to get a diploma without compromising my current job.Joining AMA OEd is the perfect way to do it.,All Units,Why did you enroll,,
2019,Because i want to graduate from college even i have a full time job.,All Units,Why did you enroll,,
2019,I enrolled in AMA OEd to finish my studies even when I'm already employed. Because it's a good thing that I am reaching my dream while I'm earning a living.,All Units,Why did you enroll,,
2019,Because only AMA University gave me the opportunity to finish my studies. AMA gave hope to every OFWs like me to finish degree.,All Units,Why did you enroll,,
2019,To obtain a college degree to which I can use in applying for a higher position.,All Units,Why did you enroll,,
2019,I enroll at AMA Oed because I want to get a degree while working full time.,All Units,Why did you enroll,,
2019,1. ease of accessing its website 2. affordable tuition fees 3. high quality of lesson modules 4. ease of completing the program 5. certificates same with traditional school 6. fast and responsive teachers and mentors,All Units,Why did you enroll,,
2019,I can study at my own pace.,All Units,Why did you enroll,,
2019,I enrolled at AMA OEd in order to get a degree and because I wanted to have flexible time and location to study.,All Units,Why did you enroll,,
2019,"I don't have time to go to school everyday, i have to work for my self.",All Units,Why did you enroll,,
2019,To pursue a degree to get into the career I wanted to be and grow.,All Units,Why did you enroll,,
2019,To finish a Bachelor Degree,All Units,Why did you enroll,,
2019,This is the time i can continue and support financially my studies. AMAUOEd offers the most convenient way to those pursuing their dream to obtain the college degree.,All Units,Why did you enroll,,
2019,"First i want to be a degree holder. Second to be able to find a better job ( so i can help my husband to support our son especially here in Singapore, they are strict when it comes to education. And lastly , i know with myself that i don't have so much confidence, and this is the main reason why i enrolled here, to enhance my knowledge especially my grammar skills thats why i also choose AB english.",All Units,Why did you enroll,,
2019,Because I want to get a Bachelor's Degree without going to a traditional school.,All Units,Why did you enroll,,
2019,because it's convenient specially to to those have work and not complete their study like me..its good..working while studying,All Units,Why did you enroll,,
2019,"I choose AMAOED among other online schools for 3 main reasons. 1. Affordability - tuition fee at AMAOED is really cheaper compared to other schools. As I know, AMAOED has the cheapest tuition fee in all online schools. 2. Convenience - having a full time job is no longer a hindrance to finish a degree. studying at our own pace, our own time is really a great help for working professional especially for OFWS. 3. Excellent Customer / Student Service Support - AMAOED has a team of professionals who are able to support student concern during regular workings hours and real time chat support in Facebook page.",All Units,Why did you enroll,,
2019,i enrolled because i believe that AMA OEd can help me get my diploma.,All Units,Why did you enroll,,
2019,I have no so much time to enroll in traditional school,All Units,Why did you enroll,,
2019,Because this is the most convinent to study. Because i'm currently working,All Units,Why did you enroll,,
2019,Obtain college degree thru online education. AMA Oed is the best in this area.,All Units,Why did you enroll,,
2019,To pursue my dream to take second course even though I am working here in Doha Qatar,All Units,Why did you enroll,,
2019,to get bachelors degree,All Units,Why did you enroll,,
2019,Convenient way of getting a degree.,All Units,Why did you enroll,,
2019,I was working at that time and I needed to continue my studies.,All Units,Why did you enroll,,
2019,I enroll to AMA Oed because I am a working right now and at the same time I need to pursue my studies. I am really glad that I found AMA Oed and I can now study and at the same time I am also earning my money thru my job.,All Units,Why did you enroll,,
2019,"The idea of online education fits my lifestyle. I am a mother of 5, trying to get a degree without leaving my children. Your innovation has helped me into achieving an education that before I only dreamed of. Now it became reality.",All Units,Why did you enroll,,
2019,I have no time to go to university because I'm working overseas,All Units,Why did you enroll,,
2019,"I was looking for an online education to finish my Bachelor Degree of my own choosing, AMAOED gives me that opportunity.",All Units,Why did you enroll,,
2019,Because of its new approach to attain a degree. Very convenient for a mom like me who wanted to take another course.,All Units,Why did you enroll,,
2019,I am working 4 jobs at the same time and I want to have a degree.,All Units,Why did you enroll,,
2019,I want to finish my studies.,All Units,Why did you enroll,,
2019,I want to graduate in college,All Units,Why did you enroll,,
2019,I want to continue my BSIT because I shifted and graduated in a two-year-course in Computer Hardware Technology. I took my BSIT way back 2003 at AMACC Makati. I enrolled at AMAOED it's because it would be easier for me to manage my time while working at the same time continuing my bachelor's degree via online.,All Units,Why did you enroll,,
2019,"Because of the convenience, flexibility and affordable rates.",All Units,Why did you enroll,,
2019,"I CHOOSE TO ENROLL AMA OED, BECAUSE OUR FAMILY IS BUSY WITH OUR BUSINESS AND I WILL HELP THEM ,WHILE I'M WORKING I CAN CONTINUE STUDY WITHOUT GOING TO SCHOOL EVERYDAY.",All Units,Why did you enroll,,
2019,it's more convenient to study at home,All Units,Why did you enroll,,
2019,My live in partner and I often visit abroad and there are times That we stay there for about one month or more for business I can't go to traditional school like others do. So I asked my friend if she knows school who offer online education Then she immediately mentioned the Ama.,All Units,Why did you enroll,,
2019,Because it is not applicable for my age and work going to a physical class. And I need to pursue my education for career growth.,All Units,Why did you enroll,,
2019,I enrolled here because it's so convenient especially I work as a Home-Based Online English Tutor.,All Units,Why did you enroll,,
2019,I beleive AMAU online help me to achieve my goals in life.,All Units,Why did you enroll,,
2019,Because it is very convenient for me especially that am working.,All Units,Why did you enroll,,
2019,"Since I work abroad, I can pursue my studies thru online and I can study anytime.",All Units,Why did you enroll,,
2019,"I am currently working abroad and I gone through some research of which are the Schools/Universities in the Philippines offers online courses in line with the course I enrolled, I am happy having an easy access portal/LMS where I can balance my working career here abroad and online studies. The people from the accounts department are very approachable as well they help me and guide me through the registration process up to the first day I started my class.",All Units,Why did you enroll,,
2019,In order to finish my studies in BSIT,All Units,Why did you enroll,,
2019,I enrolled to AMA OEd because I want to continue my study and get my diploma while working abroad in the UAE.,All Units,Why did you enroll,,
2019,To finish my studies faster than the regular schooling.,All Units,Why did you enroll,,
2019,"I wanted to continue and finish my Bachelors degree in my chosen field. Fortunately AMA offers a very convinient way to study online for every one especially to me a, house wife/mother who works at home.",All Units,Why did you enroll,,
2019,I love to get my master 's degree even I'm working.,All Units,Why did you enroll,,
2019,To take a chance to continue my study,All Units,Why did you enroll,,
2019,Because I want to achieve my goals to be graduated in BS Accountancy and to become a CPA since i didn't pursue it in my college days. And this online education would be much a great help for me since i am already working.,All Units,Why did you enroll,,
2019,i enrolled in AMA OED because its offer me a flexibility time to study and now there is no reason to not pursue my dream to achieve my goal or to get my degree.,All Units,Why did you enroll,,
2019,"To be able to learn more, to expand my knowledge about this course and to get a degree from University from Online Education.",All Units,Why did you enroll,,
2019,Invest in my future,All Units,Why did you enroll,,
2019,"Nag-enroll po ako sa AMA OEd dahil ako, bilang isang empleyado ay nagnanais ding makatapos ng pag-aaral. Magkaroon ng degree at makahanap ng stable na trabaho. Sa tulong at awa po ng Panginoong Diyos, ay gumawa Siya ng kaparaanan (sa pamamagitan ng aking malapit na kaibigan) upang makilala ko si AMA OEd. Bakit hindi ko raw subukang mag-enroll sa Online Education System, and then, na-curious ako sa nag-research ako online at doon ko po mas nakilala si AMA OEd. Sa gaya ko na fulltime sa trabaho, at noon ay nag-give up na na makatapos, dahil working student, mahirap sa schedules, lalo na in terms of financial, ay may paraan naman pala upang makatapos nang hindi mag-gigive-up either sa trabaho o school. In fact, kaya pala silang pagsabayin. Salamat sa Diyos, sa aking friend, at sa AMA OEd.",All Units,Why did you enroll,,
2019,To get a permanent item in my current institution,All Units,Why did you enroll,,
2019,"I enrolled at AMA OED for these reasons: My work place requires to finish my degree. I want to become competitive to other applicants when I look for a job. I choose AMA because among all the online university, AMA offers flexible time for continuing my degree.",All Units,Why did you enroll,,
2019,To attain a degree and to pursue my passion.,All Units,Why did you enroll,,
2019,It's a convenient and cost-effective choice for me as an OFW.,All Units,Why did you enroll,,
2019,To continue my studies even though I'm already married while just staying at home.,All Units,Why did you enroll,,
2019,"I enrolled in AMA Oed because I need the flexibility of being able to study and work at the same time. I did not feel like continuing traditional school because of health concerns,",All Units,Why did you enroll,,
2019,Because ama oed is flexible term and i can access my subjects anytime and anywhere..,All Units,Why did you enroll,,
2019,I've been searching for a long time and i found this AMA Online University more affordable than other University.,All Units,Why did you enroll,,
2019,Just wanted to study at home.,All Units,Why did you enroll,,
2019,"I enrolled because it matches my working schedule, and I don't have to rush with everything because I have enough time for all the subjects and the activities. It's also accessible anywhere and everywhere. It's very helpful.",All Units,Why did you enroll,,
2019,"Because I wanted to Study the course that I really wanted but since I am currently employed and pregnant, I found out the AMA offered online study so I grabed the opportunity to study while working at the same time.",All Units,Why did you enroll,,
2019,I am currently employed overseas and I decided to enroll for my career growth.,All Units,Why did you enroll,,
2019,I enrolled at AMA OEd because it is more convenient for me to study in a Filipino-owned school while I'm staying abroad.,All Units,Why did you enroll,,
2019,"I choose to enroll at AMA OED because of the flexibility of studying online and also because of the ease of accessing the module courses on the school platform. Moreover, the course am currently taking is accredited by the relevant government agency and the school is also recognized by the government of my country.",All Units,Why did you enroll,,
2019,"I believe that education is a great investment of our lives. So, even i'm so busy as a husband to my wife and executive assistant to my boss, i decided to enroll at AMA OEd to invest more for our future and to have ofcourse more knowledge that i could possible use for my work now.",All Units,Why did you enroll,,
2019,Currently working and no time for traditional school anymore,All Units,Why did you enroll,,
2019,"I enrolled in AMAOEd because I want to earn a college degree. However, due to my nature of work as an OFW, I'm not able to pursue my dreams as I cannot find any universities that offer online education until such time I know AMA.",All Units,Why did you enroll,,
2019,"I decided to enroll at AMA OEd for some personal reasons. I had bad experiences at school since elementary. I was bullied, not physically though. But those students at school seemed like they won't last a day without making someone feel bad about themselves. I searched for online schools because I wanted to try it. My parents were not in favor of me at first but I think they understand me now? I don't know. So far, I think studying online is fine. I study all by myself and learn to be a responsible person at the same time.",All Units,Why did you enroll,,
2019,"Because I help with our family business, I don't really have the time to go to a traditional school. So I decided to look for a school that offers online courses, and that's when I found AMA OEd.",All Units,Why did you enroll,,
2019,I want to complete CPT while working abroad.,All Units,Why did you enroll,,
2019,"I enrolled here to continue my study even though im here in another country,and this is very helpful for us,especially for people doesn't have time to go to school,like me im a working mom,during a day i need to work,...",All Units,Why did you enroll,,
2019,"I really want to pursue my dream to be a teacher, and I see myself in front of my students. And I also want to learn and be able to familiarize myself using the computer.",All Units,Why did you enroll,,
2019,"I enrolled in AMA OEd because I get to do my activities that I always missed back in regular school days, it helps learn to manage my time, spend more time with my family, and it allows me to study any time and anywhere.",All Units,Why did you enroll,,
2019,I enrolled at AMA Oed because this is the only favorably convenient way for me to earn a degree while working full-time.,All Units,Why did you enroll,,
2019,To finish my study in bachelor degree.,All Units,Why did you enroll,,
2019,"Convenience for me as I can work and study at the same time. The benefit of the anytime, anywhere thing is really valuable for me and is considered the biggest factor in deciding to enroll at AMAOED.",All Units,Why did you enroll,,
2019,"I wanted to earn a degree, but was unable to attend a traditional course. AMA offered an online degree for a reasonable price.",All Units,Why did you enroll,,
2019,I'm a vocational graduate and at the same time working here in the philippines bachelors degree is important to start a good and stable career.,All Units,Why did you enroll,,
2019,"I enrolled in AMA OEd, because I want a new career a career that will help me in my own personal growth. I have ambitions to advance my career and I want to yearn for something more in life and work.",All Units,Why did you enroll,,
